1,1,19.958872220690427,70.48271395361286,1,9,0
1,2,4.782083372715323,92.19714885694097,0,13,0
1,3,4.5483225038730035,78.07102788293042,0,13,0
1,4,23.100043326011786,84.8342466476182,1,13,0
1,5,0.4112005115874967,34.56816952928145,0,5,0
1,6,33.58729524666771,72.80705896206806,0,10,0
1,7,86.76650702099937,42.51360308766566,0,8,0
1,8,65.81596010060525,15.25840034105634,0,3,0
1,9,2.9775857762195823,4.673301578591134,0,1,0
1,10,28.02095821528099,28.41020451597785,0,6,0
1,11,67.3947478201375,3.4389056993708578,0,3,0
1,12,49.27968332435741,58.35480966232128,0,10,0
1,13,16.15587265879407,84.22098431432543,0,13,0
1,14,76.0251695839729,16.06562328381847,0,4,0
1,15,77.30325401684298,36.39630540609317,0,8,0
1,16,2.1153623939376662,79.9529441173862,0,13,0
1,17,11.207806162135796,71.41107981646773,0,9,0
1,18,72.09609267106309,5.425478061516559,0,3,0
1,19,10.866660144032966,10.445970329972527,0,1,0
1,20,87.595233870195,54.57414180444672,0,12,0
1,21,62.88421628389003,64.64281114563902,0,11,0
1,22,21.813895327999965,5.405874828428888,0,1,0
1,23,3.683368635988463,13.832384220811095,0,1,0
1,24,95.44847845003784,81.44876433126062,0,16,0
1,25,91.89215527804579,84.25924912938756,0,16,0
1,26,51.03908495319526,84.05387976905807,0,15,0
1,27,81.92509985707386,34.047394265048666,0,8,0
1,28,21.66174360281334,85.55801503749431,0,13,0
1,29,62.25564835124207,61.575800247689116,0,11,0
1,30,10.581546799578485,56.975476939267075,0,9,0
1,31,12.492300833737145,47.894527298033644,0,5,0
1,32,9.57174471213736,80.63824313987702,0,13,0
1,33,14.88541252202582,21.019446000635046,0,1,0
1,34,19.704279859237626,72.84003896147951,0,9,0
1,35,42.94974802973354,58.19749584886807,0,10,0
1,36,45.71201094574907,31.049989748827247,0,6,0
1,37,78.9383264183057,57.07450695107821,0,12,0
1,38,31.967901593720256,64.74753949740004,0,10,0
1,39,98.85118998368273,10.818805604442996,0,4,0
1,40,72.61584187909368,94.4372037633437,0,15,0
1,41,69.64398875448406,98.74837376824115,0,15,0
1,42,34.65033444035769,65.68447716784779,0,10,0
1,43,27.86271202511229,67.79802166937506,0,10,0
1,44,99.81378709030905,75.9069935342571,0,16,0
1,45,22.504838086079825,85.5563821050001,0,13,0
1,46,41.68758554815693,83.12119957069649,0,14,0
1,47,26.236242650227517,52.22591998877101,0,10,0
1,48,20.276179778609578,81.14827105390225,0,13,0
1,49,92.35272795540415,5.3150847741271114,0,4,0
1,50,17.704549140722587,2.602580937230908,0,1,0
1,51,15.123199966432571,71.1317736848371,0,9,0
1,52,75.37022186144756,22.66651488966692,0,4,0
1,53,60.32559772515658,3.3460160232972407,0,3,0
