80,9,1,0.0,0.0,0.0,0.0003592967987060547
81,13,1,0.0006401538848876953,0.0006401538848876953,0.0,9.226799011230469e-05
82,13,2,0.0,0.0,0.0,0.0007443428039550781
83,13,3,0.0,0.0,0.0,0.0010120868682861328
84,5,1,0.0,0.0,0.0,0.0
85,10,1,0.0,0.0,0.0,0.0
86,8,1,0.0,0.0,0.0,0.0
87,3,1,0.0,0.0,0.0,0.0
88,1,1,0.0,0.0,0.0,0.0
89,6,1,0.0009982585906982422,0.0009982585906982422,0.0,0.0
90,3,2,0.0,0.0,0.0010151863098144531,0.0
91,10,2,0.0,0.0,0.0010228157043457031,0.0
92,13,4,0.0,0.0,0.0,0.0010030269622802734
93,4,1,0.0,0.0,0.0,0.0009582042694091797
94,8,2,0.0,0.0,0.0,0.0
95,13,5,0.0,0.0,0.0,0.0
96,9,2,0.0,0.0,0.0,0.0
97,3,3,0.001001119613647461,0.001001119613647461,0.0,0.0
98,1,2,0.0,0.0,0.0,0.0
99,12,1,0.0,0.0,0.0,0.0012135505676269531
100,11,1,0.0,0.0,0.0007395744323730469,0.0010058879852294922
101,1,3,0.0,0.0,0.0010075569152832031,0.0
102,1,4,0.0,0.0,0.0010023117065429688,0.0
103,16,1,0.0,0.0,0.0,0.0
104,16,2,0.0,0.0,0.0,0.0
105,15,1,0.0,0.0,0.0,0.0
106,8,3,0.0,0.0,0.0,0.0010008811950683594
107,13,6,0.0,0.0,0.0,0.0
108,11,2,0.0,0.0,0.0,0.0
109,9,3,0.0,0.0,0.0,0.0010004043579101562
110,5,2,0.0,0.0,0.0,0.0009996891021728516
111,13,7,0.0,0.0,0.0,0.0030078887939453125
112,1,5,0.001051187515258789,0.001051187515258789,0.0,0.0009007453918457031
113,9,4,0.0,0.0,0.0,0.0010371208190917969
114,10,3,0.0,0.0,0.0,0.0009984970092773438
115,6,2,0.0,0.0,0.0,0.0009999275207519531
116,12,2,0.0,0.0,0.0,0.0
117,10,4,0.0,0.0,0.0,0.0
118,4,2,0.0,0.0,0.0,0.0
119,15,2,0.0,0.0,0.0,0.0009558200836181641
120,15,3,0.0,0.0,0.0,0.000997304916381836
121,10,5,0.0,0.0,0.0,0.001003265380859375
122,10,6,0.0,0.0,0.001003265380859375,0.0
123,16,3,0.0,0.0,0.0010101795196533203,0.0005524158477783203
124,13,8,0.0020134449005126953,0.0020134449005126953,0.0,0.00099945068359375
125,14,1,0.0,0.0,0.0,0.0009982585906982422
126,10,7,0.0,0.0,0.0,0.001003265380859375
127,13,9,0.0,0.0,0.0009968280792236328,0.0010039806365966797
128,4,3,0.0,0.0,0.0,0.0009646415710449219
129,1,6,0.0,0.0,0.0,0.0010502338409423828
130,9,5,0.0,0.0,0.0,0.0
131,4,4,0.0009968280792236328,0.0009968280792236328,0.0,0.0
132,3,4,0.0,0.0,0.0,0.0010037422180175781
